	sex	residence	name	blood_group	birthdate	address	current_location	race	ssn
1837	M	"2001 Kathleen Brook
West Daniel, NJ 72674"	Matthew Bishop	O-	04/14/1951, 00:00:00	"7933 Shaun Landing Suite 577
Paulaport, GA 14716"	(Decimal('-89.963546'), Decimal('115.980209'))	Black	451-06-1766
1838	F	"288 Mcmillan Gateway Suite 182
West Tara, MA 35351"	Maria Shaw	A+	1974-05-21	"5680 Daniels Glen
Jenniferport, DC 11734"	(Decimal('20.585723'), Decimal('-32.388699'))	Black	799-98-2942
1839	F	"11387 Shawn Turnpike Apt. 980
Davismouth, HI 91986"	Lindsay Burnett	B-	08/13/1915, 00:00:00	"6701 Frederick Passage
East Brad, WV 15950"	(Decimal('38.0645685'), Decimal('-24.929882'))	White	215-48-7386
1840	F	"4500 Robbins Route
Foxstad, FL 90991"	Patricia Wilcox	O+	1947/04/16	"23621 Ward Haven
Turnerfort, NC 32973"	(Decimal('-39.139000'), Decimal('117.055218'))	White	437-66-7498
1841	F	"92187 Taylor Pines
West Jaredborough, WI 12895"	Angela Stark	A-	1973/05/06	"61250 Davidson Stravenue
Cunninghamfort, AZ 22727"	(Decimal('48.6345515'), Decimal('140.764581'))	White	409-30-2270
1842	M	"36423 Bishop Course
West Patrickville, AZ 60542"	Steven Sanders	B-	1972/05/17	"PSC 7664, Box 6210
APO AP 36143"	(Decimal('19.2971375'), Decimal('46.181537'))	Black	340-58-2017
1843	M	"49694 Pratt Fords
West Patriciamouth, UT 46312"	Peter Williams	O+	22 Sep 1960	"24534 Snyder Mission Suite 374
West John, GA 72649"	(Decimal('-19.165937'), Decimal('-178.460434'))	White	480-80-8857
1844	M	"53632 Courtney Prairie
Duncanfurt, NE 31831"	Brian Jones	A-	09/11/2013, 00:00:00	"7575 Peters Extension
Miguelfort, WY 91169"	(Decimal('-40.6675415'), Decimal('-63.579769'))	Black	101-77-9087
1845	M	"28004 Pace Brooks Apt. 475
South John, ND 98489"	Gabriel Moreno	AB+	30 Sep 1999	"6273 Joseph Point Suite 220
East Patricia, OR 90637"	(Decimal('-15.3242385'), Decimal('-152.556295'))	white	547-73-7297
1846	M	"060 Stanton Flats Suite 020
North Christopher, TX 66139"	Joseph Heath	O+	1915-12-04	"5252 Kelly Street Apt. 008
West Jessicaville, UT 59984"	(Decimal('27.498882'), Decimal('171.680553'))	Black	127-49-3556
1847	M	"4362 Christine Stravenue
Collintown, ID 93171"	Thomas Bright	B-	10/10/2012, 00:00:00	"79191 Hoover Centers Suite 184
East Matthewside, ME 72256"	(Decimal('53.109818'), Decimal('-42.251244'))	Black	773-68-2781
1848	F	"8096 Steven Fall Suite 882
Cisnerosport, VT 53631"	Bethany Lee	O+	1994/10/25	"4025 Frank Mews
Ashleybury, TX 13969"	(Decimal('-66.297370'), Decimal('161.720626'))	White	359-94-5247
1849	F	"370 Donna Ramp Suite 075
Sullivanview, GA 29006"	Renee Jackson	O+	1996/09/29	"87806 Erica Burgs Apt. 745
Archerfort, ID 30312"	(Decimal('-13.260147'), Decimal('132.275925'))	White	415-35-0417
1850	M	"83243 David Motorway
Parkerstad, OK 91626"	Tony Morris	O+	05/14/2010, 00:00:00	"USCGC Sampson
FPO AA 36393"	(Decimal('22.1200935'), Decimal('-87.713295'))	black	471-92-2121
1851	M	"086 Gay Flat
Lake Tylerstad, MT 76691"	Paul Hall	O-	01/08/1983, 00:00:00	"6056 Elliott Valley Suite 768
South Meghanside, MI 06019"	(Decimal('-38.7701975'), Decimal('-134.102780'))	Hawaiian	586-10-6049
1852	M	"60602 Jones Locks
Alexandraburgh, VT 89201"	Steven Brooks	A-	02 Jul 1915	"73469 Smith Greens
South James, NY 38142"	(Decimal('4.8577635'), Decimal('23.649503'))	White	079-20-1892
1853	M	"367 Thomas Manor
New Brittneymouth, NM 89408"	Patrick Phillips	O-	07/06/1932, 00:00:00	"3192 Maria River
Virginiabury, KS 26665"	(Decimal('41.8602985'), Decimal('100.926284'))	White	393-31-2792
1854	M	"2445 Amanda Rapids
Jamesville, MT 46808"	Albert Rivera	B-	1933-08-25	"78117 Steven Throughway
Lake Matthew, NC 84360"	(Decimal('51.1692815'), Decimal('108.797533'))	White	667-19-6747
1855	F	"993 Gabriel Skyway Suite 669
Adamston, AK 88994"	Margaret Goodman	B+	07/25/1972, 00:00:00	"835 Maynard Port
South Jimmyborough, OK 84099"	(Decimal('-71.9039455'), Decimal('131.435470'))	Black	582-59-2437
1856	M	"PSC 1838, Box 7359
APO AE 24183"	Jason Williams	O+	09 Oct 1987	"51085 Kelly Trail Apt. 393
North Luisland, RI 99129"	(Decimal('-7.0955795'), Decimal('-26.202302'))	White	777-34-3573
1857	M	"9935 Samantha Extension
Simmonsstad, AR 57335"	Mr. Paul Mcintyre	AB+	02/29/2008, 00:00:00	"49037 Rogers Expressway Apt. 295
New Jose, NY 50395"	(Decimal('-11.5143975'), Decimal('-84.911526'))	White	038-90-2769
1858	F	"689 Long Lodge
North Barbara, AR 68526"	Carrie Russell	A-	30 Aug 1992	"751 White Points
Port Joshuafort, IL 58718"	(Decimal('-51.604429'), Decimal('114.671502'))	Black	186-26-9178
1859	M	"296 Perez Curve
North Samantha, MD 39760"	Carl Thompson	B-	08/16/1995, 00:00:00	"2316 Peter Valley
West Charles, IA 75743"	(Decimal('-50.1860825'), Decimal('95.077762'))	White	654-82-4107
1860	M	"66666 Hogan Squares
Jamiefort, NV 21826"	Robert Fletcher	O+	1991/03/05	"106 Gates Views Apt. 689
New Manuel, ND 38424"	(Decimal('56.6763635'), Decimal('-3.684335'))	black	503-64-7434
1861	M	"053 Johnson Mews
Lake Paula, GA 90793"	Christopher Randall	B-	1985-02-24	"412 William Loaf
Traceystad, MO 67742"	(Decimal('-19.4241125'), Decimal('-55.045006'))	Hawaiian	575-43-6820
1862	F	"945 Anthony Garden Apt. 099
Smithstad, DE 55511"	Christina Vasquez	O+	05/17/1977, 00:00:00	"6145 Danielle Cliff Suite 006
Allenberg, MS 55218"	(Decimal('-87.9166685'), Decimal('-99.498040'))	White	741-44-0483
1863	F	"299 Thompson Road
New Henrychester, OR 53710"	Maria Hamilton	AB-	10 Apr 1927	"0811 William Row Apt. 695
Port Shannon, WY 94972"	(Decimal('43.7947085'), Decimal('36.978906'))	White	462-74-9861
1864	M	"355 Teresa Brooks Suite 413
West Thomas, IA 90522"	James Davies	B+	1941/05/15	"23760 Hannah Passage Suite 885
Alexanderburgh, CT 28541"	(Decimal('45.089292'), Decimal('-58.919239'))	Black	007-88-4202
1865	M	"957 Hall Station Apt. 079
North Edwardshire, AZ 25875"	Mike Reyes	B-	07 Feb 1977	"03569 Sarah Avenue Apt. 498
Garciaview, SD 48285"	(Decimal('25.687256'), Decimal('-57.838421'))	White	328-16-5866
1866	M	"97424 Padilla Dam Apt. 850
Lindsayton, MN 57528"	Johnny Greene	O-	11/14/1935, 00:00:00	"5351 Grimes Extensions
Lake Lori, NC 63860"	(Decimal('-68.8846085'), Decimal('33.781319'))	White	653-98-0996
1867	M	"5922 Brian Route
Conniechester, MS 90716"	Dean Mitchell	B-	1920/09/08	"010 Jasmine Drive Apt. 963
West Jasonmouth, MN 38806"	(Decimal('9.369307'), Decimal('15.318592'))	black	118-11-4535
1868	M	"603 Wallace Shores Apt. 685
Devonside, AK 91754"	Michael Wyatt	O+	1949-02-12	"671 Michael River
South Brian, KS 88902"	(Decimal('20.6947255'), Decimal('-118.976980'))	Black	511-54-2824
1869	F	"88607 Jennifer Roads
Tuckerfurt, AR 56236"	Colleen Marshall	B+	1915-12-12	"5952 Jimenez Fork Suite 150
Leeland, PA 05576"	(Decimal('66.915459'), Decimal('14.818577'))	white	453-43-8369
1870	F	"PSC 9080, Box 6053
APO AE 05800"	Alexis Logan	O+	1952/03/17	"76019 Lisa Summit Apt. 722
Kellyshire, DE 31826"	(Decimal('68.728652'), Decimal('-36.558358'))	White	026-07-3443
1871	M	"PSC 5926, Box 4789
APO AE 36201"	Tanner Miller	AB-	11 Sep 1990	"802 Emily Keys
Mooreberg, NE 31943"	(Decimal('-87.384696'), Decimal('12.903774'))	Hawaiian	838-08-0629
1872	F	"2347 Rivera Manors Apt. 914
East Christina, SC 05848"	Kristine Morris DDS	B-	01/17/1950, 00:00:00	"672 Lauren Dam Apt. 018
New Reginashire, PA 34486"	(Decimal('8.563851'), Decimal('41.784509'))	White	197-32-7537
1873	M	"9874 Marcus Route
West Danielview, CT 57711"	Eric Arroyo	O+	12/27/1984, 00:00:00	"1236 Brooke Alley
Port Ericburgh, CT 40075"	(Decimal('36.122563'), Decimal('117.224471'))	Asian	389-85-7643
1874	M	"65068 Elizabeth Route
Martinezshire, DE 53388"	John Bennett	O-	2001-10-19	"6034 Justin Rue
Richardston, MA 21748"	(Decimal('-85.5468405'), Decimal('145.591604'))	White	113-95-9453
1875	M	"41543 Paul Stream Suite 789
West Sharonfurt, MN 74154"	Devin Ferguson	AB+	14 Aug 1958	"5117 Jill Forest Suite 450
North Susanville, RI 29858"	(Decimal('36.111905'), Decimal('42.761857'))	Black	152-76-5998
1876	M	"6591 Richard Drive
Kellybury, NE 60799"	William Harmon	A-	15 May 1952	"073 Delgado Springs Apt. 177
Kevinland, ND 41584"	(Decimal('-60.0396305'), Decimal('101.364392'))	White	080-54-6137
1877	M	"Unit 0782 Box 6293
DPO AP 02675"	Donald Price	AB-	29 May 1967	"740 Jason Wells
Quinnmouth, MT 98438"	(Decimal('-69.421869'), Decimal('-126.429158'))	Asian	032-22-9581
1878	F	"2375 Sharp Light
West Miguelchester, NJ 36819"	Shannon Johnson	O+	08 Aug 1926	"69534 Young Drive Apt. 856
Jennafurt, MO 45940"	(Decimal('-14.8707535'), Decimal('46.682554'))	White	202-24-2507
1879	F	"75163 Joshua Bridge
Riveraberg, KS 10775"	Elizabeth Chambers	AB+	08/07/1975, 00:00:00	"75149 Smith Fall Apt. 604
Amyside, MD 90748"	(Decimal('55.3485395'), Decimal('65.412513'))	Black	072-88-1043
1880	M	"088 Tracey Pike
Lake Jacob, DE 32962"	John Hendrix	B-	1918/02/21	"493 Angela Turnpike
Kristenberg, CO 81560"	(Decimal('7.5554175'), Decimal('-19.974016'))	White	323-03-4963
1881	F	"312 Amber Bridge
Riveraberg, LA 86052"	Cathy Cochran	O-	10 Jul 2012	"774 Danielle Manor
East Barbaraborough, KY 16584"	(Decimal('-56.8268825'), Decimal('37.185673'))	Asian	874-42-0552
1882	M	"6066 Frazier Gateway
South Elizabethhaven, KS 72273"	Matthew Parks	A-	1947-06-17	"472 Gray Spurs
West Amy, TN 98246"	(Decimal('-61.3501265'), Decimal('-179.317087'))	White	539-44-0895
1883	M	"40737 Warner Junctions Suite 398
Campbellville, WY 37644"	Joel Clements	O+	1989/07/20	"054 Charles Locks Suite 580
North Josephhaven, DC 58762"	(Decimal('-18.7022605'), Decimal('-68.871849'))	White	074-59-3827
1884	F	"285 Rodney Vista
West Andrealand, MO 38828"	Lisa David	O+	22 Apr 2000	"39750 Martin Pass Apt. 955
Lake John, OK 15135"	(Decimal('85.2302935'), Decimal('-105.292124'))	Asian	577-95-1998
1885	F	"5827 John Summit
East John, RI 26369"	Michelle Mills	B-	1938/12/31	"456 Andrea Isle Apt. 562
Elizabethshire, KS 37430"	(Decimal('5.697646'), Decimal('-125.450543'))	White	425-61-0692
1886	F	"Unit 1624 Box 4710
DPO AA 83820"	Theresa Wang	AB-	08/17/1967, 00:00:00	"925 Wright Roads Apt. 522
South Amandachester, CT 71340"	(Decimal('-40.7563685'), Decimal('-120.485177'))	White	133-30-3191
1887	F	"5776 Scott Spurs
Port Kenneth, IL 06726"	Shelby Blankenship	B+	26 Apr 2005	"6671 Kimberly Green Suite 491
Maryfort, AZ 87125"	(Decimal('38.6329185'), Decimal('-137.578303'))	Black	403-62-0057
1888	M	"826 Moore Islands
Juliemouth, PA 84399"	Frank Turner	A-	09/26/1986, 00:00:00	"57913 Adams Divide
West Michaelport, AR 54243"	(Decimal('34.311159'), Decimal('144.320486'))	Black	370-66-8203
1889	F	"118 Schmidt Prairie
West Susan, OR 46682"	Brianna Huynh	A+	19 May 1981	"422 Jason Throughway
Port Maryhaven, KY 83343"	(Decimal('-35.0701285'), Decimal('-163.923340'))	White	879-07-3171
1890	M	"24828 Walker Heights Apt. 168
West Michael, AL 01927"	Samuel Flores	A-	31 Aug 1952	"0827 Mcgee Tunnel Suite 320
Johnsonside, CA 70330"	(Decimal('76.876908'), Decimal('101.875151'))	White	507-04-5998
1891	M	"9393 Holland Port Suite 604
New Cassidyville, MS 22635"	Robert Morris	AB-	26 Dec 2012	"80717 Hernandez Throughway Suite 017
Jeffreymouth, IN 94803"	(Decimal('-5.917199'), Decimal('-18.333663'))	White	387-99-0169
1892	F	"56409 Juan Fields
Lake Emilyberg, MA 23152"	Emily Dickerson	B+	1988-09-05	"Unit 1833 Box 8528
DPO AP 99291"	(Decimal('-2.2492815'), Decimal('141.531548'))	Black	060-46-2876
1893	F	"640 Melissa Springs Apt. 708
Lake Walter, RI 13810"	Samantha Hoffman	O+	1967-01-22	"387 Ashley Green Suite 087
Port Tara, AZ 72875"	(Decimal('62.1354835'), Decimal('-156.794820'))	White	516-02-7389
1894	F	"71435 Merritt Glens
East Robert, LA 42256"	Tina Matthews	A+	24 Mar 1976	"98098 Daniel Mission
Micheleport, VA 02572"	(Decimal('-13.358001'), Decimal('80.413238'))	White	375-63-9819
1895	F	"Unit 0188 Box 6280
DPO AA 46811"	Alyssa Johnson	AB-	2008-12-18	"759 Alexander Trace Suite 583
East Pamela, OK 08337"	(Decimal('-80.008483'), Decimal('-18.591392'))	White	510-11-7712
1896	F	"6698 Gibson Spur Suite 701
Jasonstad, GA 68648"	Mia Marshall	A-	1938-08-14	"5736 Damon Square Apt. 691
Ashleyfurt, WA 25719"	(Decimal('-15.725150'), Decimal('101.991671'))	Hawaiian	328-84-5271
1897	F	"436 Douglas Corners
Brendaside, NM 96034"	Nichole Martinez	O+	12 Nov 1993	"025 Wong Plaza
Lake Thomas, WV 09475"	(Decimal('4.019185'), Decimal('-8.902336'))	black	791-09-5619
1898	M	"178 Heather Place Apt. 079
South Brandon, NJ 92039"	Logan Price	A-	1939/10/30	"900 Danielle Vista Apt. 824
Anitamouth, NJ 08403"	(Decimal('-56.114823'), Decimal('63.515000'))	Hawaiian	756-60-9131
1899	M	"38443 Sanchez Burgs Suite 294
Kellybury, CA 68970"	Austin Williams	O+	11/08/1916, 00:00:00	"73498 Jason Way
Clarkeburgh, NM 82296"	(Decimal('-2.523313'), Decimal('-78.404420'))	White	516-12-8873
1900	F	"5959 Barrera Alley Suite 733
Wattschester, IN 39789"	Elizabeth Green MD	A-	09/06/1971, 00:00:00	"6283 Rogers Mountain Suite 467
South Ronald, DE 30306"	(Decimal('2.2934335'), Decimal('-130.114126'))	Black	305-12-1806
1901	F	"887 Steven Cove
Port Anthonyfort, AR 94174"	Kelsey Thomas	A+	09 Feb 2003	"6694 Taylor Lodge
Christineton, ID 94529"	(Decimal('30.935536'), Decimal('96.989547'))	Black	791-19-1248
1902	M	"61816 Jason Rest Suite 429
Randymouth, OH 20797"	Steven Stout	O+	1963/10/24	"05402 Keith Extensions
New Henry, IN 08865"	(Decimal('-53.101866'), Decimal('-116.395733'))	Indian	789-70-7102
1903	M	"07553 Carol Roads Suite 454
Steinshire, MN 91604"	William Peck	O-	1971-03-11	"258 Edwards Lodge Suite 006
Devinburgh, DE 02698"	(Decimal('-59.3986045'), Decimal('-136.014147'))	White	829-13-4037
1904	F	"0625 Perkins Fords Suite 013
South Lindafurt, NV 10243"	Michele Dixon	B+	07/01/1962, 00:00:00	"USS Tanner
FPO AE 02334"	(Decimal('-77.7108705'), Decimal('-150.543208'))	blsck	479-41-9955
1905	M	"5573 Gomez Spur Apt. 388
North Lisastad, CA 38719"	Mark Green	B-	12 May 1932	"USCGC Marshall
FPO AP 45200"	(Decimal('39.3815315'), Decimal('-117.936942'))	Black	140-02-7214
1906	M	"6942 Cruz Way Suite 372
East Christopher, MS 17025"	Marcus Taylor	A+	1969-12-30	"40903 Nancy Park
Lake Chaseland, NJ 19394"	(Decimal('-2.4532015'), Decimal('111.280217'))	Black	044-40-1199
1907	F	"86142 Gregory Squares Suite 008
New Ericport, IA 35825"	Anita Ochoa	A+	1921/09/29	"61575 Jason Village Apt. 118
Port Edward, ID 05305"	(Decimal('30.439686'), Decimal('-15.178329'))	White	842-15-8417
1908	M	"8173 Bauer Springs Apt. 689
New Frank, WV 20561"	Alexander Sanchez	B+	1922/10/18	"93357 Michelle Radial
Adamview, AZ 66317"	(Decimal('-25.4922245'), Decimal('-150.945102'))	White	523-61-0149
1909	M	"5583 Hall Junction
Nicholasfort, MN 25213"	Eric Walsh	A-	1906/06/27	"PSC 2101, Box 4071
APO AE 07925"	(Decimal('21.176860'), Decimal('-165.924947'))	Hawaiian	553-20-1928
1910	M	"52197 Amanda Pines
West Kathryn, KY 12315"	Steve Thompson	AB-	12 Sep 2006	"71840 Cook Knolls
North Jeffrey, PA 35426"	(Decimal('-47.8286435'), Decimal('-77.929204'))	Asian	851-46-5575
1911	M	"010 Matthew Pines
Amychester, MA 15690"	Nathan Cook	B-	2013-01-23	"USNS Graham
FPO AP 39127"	(Decimal('-77.0475335'), Decimal('-105.336500'))	White	317-24-6911
1912	M	"226 Brandy Ranch Apt. 343
Wilsonborough, OK 64373"	Eric Lewis	AB+	1940-12-28	"86514 William Centers
Landryberg, NH 64819"	(Decimal('-34.798045'), Decimal('159.001064'))	White	007-19-3608
1913	M	"3374 Johnny Locks
Andreburgh, ID 89058"	Harry Anderson	O-	1966-04-03	"21763 Davidson Isle Apt. 424
Lake Shellymouth, MT 28011"	(Decimal('21.6379855'), Decimal('57.789883'))	White	583-98-7768
1914	M	"24990 Fletcher Inlet
North Jeannehaven, NE 95376"	Matthew Foley	O+	02/02/1985, 00:00:00	"134 Jessica Cape
North John, DE 77262"	(Decimal('-74.910985'), Decimal('176.288098'))	White	641-82-7781
1915	M	"6946 Mary Knoll
Whiteberg, WI 95319"	Robert Mason	A-	02/17/1943, 00:00:00	"46554 Larry Underpass
Katherinestad, CA 73522"	(Decimal('16.285234'), Decimal('116.617392'))	White	748-47-6618
1916	M	"5001 Gregory Terrace Suite 590
Zhangport, NV 29489"	James Young	A-	1960-11-17	"6156 Mary Fords Apt. 256
Hodgeville, CO 30408"	(Decimal('-80.214403'), Decimal('-138.658013'))	White	808-23-9164
1917	F	"6414 Michael Key
Lake Amyton, NV 95966"	Kayla Smith	B-	1990-06-19	"90338 Anne Crossing
Port Anthony, OR 03188"	(Decimal('21.7181615'), Decimal('-85.902008'))	White	692-05-0407
1918	F	"9990 Anderson Squares
Fordville, SC 29170"	Brittney Aguilar	A-	1947/12/05	"515 Madison Fork
Angelaview, ME 80302"	(Decimal('50.6436995'), Decimal('-83.789037'))	White	557-88-0842
1919	F	"USNS Allen
FPO AP 46412"	Catherine Raymond	AB-	09/08/2010, 00:00:00	"88081 Thornton Field
Port Travis, ME 69340"	(Decimal('-32.5077705'), Decimal('156.399760'))	Asian	077-05-9986
1920	F	"27051 Wong Street Apt. 837
Johnathanfurt, VT 50129"	Kristy Rodriguez	B+	1965-12-07	"2002 Ariel Avenue
South Brandon, MO 47803"	(Decimal('67.807868'), Decimal('-42.113005'))	White	020-87-4502
1921	M	"16830 Jessica Turnpike Suite 095
East Nicholas, AL 88292"	David Alexander	AB-	1913/04/13	"12439 Ramsey Parkway Suite 299
Lake Alexander, NM 30394"	(Decimal('-50.764112'), Decimal('131.247714'))	Indian	422-34-5802
1922	F	"775 Sara Unions Apt. 182
Walkerton, AK 48638"	Crystal Fletcher	B-	10/23/1949, 00:00:00	"458 Autumn Villages
Lake Lawrencestad, ID 77618"	(Decimal('-3.1504325'), Decimal('33.189200'))	White	031-20-5156
1923	F	"94282 Logan Streets
Joshuastad, IN 43157"	Rebecca Weeks	B+	31 Oct 1934	"498 Robert Lights Suite 244
Jessicafort, MT 56388"	(Decimal('72.709191'), Decimal('69.663897'))	Indian	049-62-9333
1924	M	"19494 Robertson Loaf
Johnside, NV 41648"	Howard Gonzalez	O+	1935/08/13	"5338 James Branch Suite 528
South Donnamouth, NE 01539"	(Decimal('-74.682978'), Decimal('5.284120'))	White	224-02-2527
1925	F	"580 Victoria Ramp
South Jeanne, NY 20876"	Sheri Moore	AB-	1991-10-09	"20373 Howard Crossing Suite 340
Jacobborough, MS 94499"	(Decimal('83.3644635'), Decimal('69.319873'))	Black	591-64-1655
1926	F	"491 Joyce Village Apt. 380
North Noahside, AZ 08082"	Laura Scott MD	O+	1992/05/09	"USS Barnes
FPO AA 04879"	(Decimal('-22.886461'), Decimal('-117.194725'))	White	396-73-5458
1927	M	"53830 Karen Field
Scottport, GA 10123"	Philip Newman	A-	10 Jul 1932	"8536 Rogers Club Apt. 553
Port Kevin, WA 79933"	(Decimal('-54.836892'), Decimal('-90.945334'))	Black	146-60-0618
1928	M	"55464 David Groves
East Zachary, LA 99772"	Eric Woods Jr.	A+	11 Dec 1968	"5389 Amber Grove Apt. 344
Fitzgeraldstad, UT 07109"	(Decimal('57.128707'), Decimal('-47.438696'))	Hawaiian	104-34-8033
1929	F	"78414 Michael Harbors
East Jacob, ME 19887"	Regina King	AB+	09/27/1972, 00:00:00	"199 Silva Coves
Lake Jay, FL 52586"	(Decimal('54.4353095'), Decimal('36.872766'))	White	672-15-2217
1930	F	"5990 Smith Valleys
Port Richardchester, RI 15562"	Brittany Nguyen	AB+	29 Jan 1956	"276 Barber Square Suite 844
Carloschester, OH 05111"	(Decimal('37.182464'), Decimal('69.042398'))	Black	544-08-2015
1931	M	"99924 Angela Streets
West Robinport, MD 95937"	Brandon Carter	A-	1940/06/14	"909 Smith Garden Suite 653
Fowlerborough, KS 64065"	(Decimal('50.965393'), Decimal('-34.863655'))	black	528-23-7119
1932	F	"58128 Teresa Turnpike Suite 025
New Dennisport, CT 91959"	Leah Hardin	A+	2011-03-31	"4146 Robert Harbor Apt. 206
Lake Deanna, NC 85064"	(Decimal('-62.4150175'), Decimal('37.698024'))	Black	840-79-9133
1933	F	"150 Kevin Spring
South Roseshire, NH 08576"	Casey Harris	AB+	11/22/1928, 00:00:00	"PSC 0008, Box 0777
APO AP 25199"	(Decimal('-64.6648965'), Decimal('123.248240'))	White	302-94-3583
1934	M	"2860 Christopher Rue
Nicoleton, LA 94545"	Nathan Stanley	B-	1956/02/14	"02762 Romero Overpass
Calebview, WI 37260"	(Decimal('68.1394065'), Decimal('145.255568'))	White	799-91-8937
1935	F	"74704 Lauren Overpass Suite 449
West Paulmouth, MA 63521"	Kimberly Page	A-	1995/08/04	"109 Tyler Pass
Jonesborough, CO 30237"	(Decimal('22.3370705'), Decimal('74.298471'))	Black	765-17-1062
1936	M	"080 Miranda Camp
North Rodneymouth, CO 11352"	James Cordova	B-	15 Mar 2010	"6536 Tracy Via Suite 396
Lake Douglashaven, CO 04715"	(Decimal('-80.186756'), Decimal('41.062024'))	Indian	348-51-2906
1937	M	"Unit 4705 Box 1719
DPO AP 90170"	Matthew Owens	B+	1912-12-31	"3963 Kennedy Place
Kennethshire, AK 51927"	(Decimal('41.7601795'), Decimal('-161.408030'))	Black	218-06-4165
1938	F	"7655 Jessica Squares Suite 488
Lake Anthony, WI 47138"	Kayla Cook	A-	1955-05-18	"426 Flores Plains Suite 378
Davidchester, WI 00598"	(Decimal('-50.515972'), Decimal('160.730251'))	White	069-98-6817
1939	M	"082 Craig Bridge Apt. 451
Hayesmouth, OR 90207"	Micheal Casey Jr.	O-	2011/06/26	"19651 Laura Shores Apt. 964
Barberstad, TX 09995"	(Decimal('-82.8933535'), Decimal('-79.985440'))	Black	261-11-4337
1940	F	"964 Clark Square
East Brendastad, IL 84892"	Lisa Anderson	A+	09 May 2004	"95379 Rubio Greens
Bauerstad, OH 70892"	(Decimal('21.161982'), Decimal('139.374112'))	White	222-44-7518
1941	M	"889 Kennedy Summit Apt. 164
Deannaport, NE 97101"	Mark Aguilar	AB-	1940-02-01	"442 Johnson Cliffs Apt. 510
East Heidihaven, WV 46309"	(Decimal('-51.225362'), Decimal('-32.453166'))	Hawaiian	211-85-1353
1942	M	"30771 Joseph Mountain
Lake Tamara, MI 25094"	Jason Cannon	O+	02/12/1962, 00:00:00	"00288 Joshua Crescent
North Aliciahaven, KS 11771"	(Decimal('-78.486797'), Decimal('-69.877718'))	Black	818-42-3782
1943	F	"2149 Hall Valley Suite 076
West Toddbury, NV 84778"	Tina Hall	A-	1937/07/31	"9369 Sean Glen Apt. 342
Paulland, KY 69199"	(Decimal('68.8668645'), Decimal('-94.381258'))	black	723-57-9438
1944	M	"499 Vanessa Forge
Patrickville, MA 81384"	Gary Peterson	O-	1958-12-07	"98179 King Mill Suite 138
Lake Anthonyfurt, IN 25462"	(Decimal('15.673037'), Decimal('-76.016967'))	black	671-87-1606
1945	F	"36982 Walker Route
Michaelhaven, TN 03751"	Michelle Navarro	AB-	09/05/1959, 00:00:00	"USNV Jones
FPO AE 88485"	(Decimal('37.805728'), Decimal('48.018866'))	Black	688-11-0314
